name_first_last,weight,mlb_g,height_inches,round_sort,round,draft_type,bats,description,height_feet,pick,year,name_last_first,overall,milb_g,team_full,league_full,primary_position,team_abbrev,birth_date,throws,league_id,school,trans_date,signed_sw,round_desc,mlbamPlayerID,mlbamTeamID
Henry Mateo,175,Y,0,2,2,JR,S,June Amateur Draft,6,28,1995,"Mateo, Henry",58,Y,Montreal Expos,National League,SS,MON,1976-10-14T00:00:00,R,104,"Escuela Central HS (Santurce, PR)",,N,Round 2,400116,120
Brian Buchanan,230,Y,4,2,2,JR,R,June Amateur Draft,6,29,1995,"Buchanan, Brian",59,Y,New York Yankees,American League,P,NYY,1973-07-21T00:00:00,R,103,Oviedo HS (FL),,N,Round 2,150211,147
Jeremy Blevins,190,N,3,3,3,JR,R,June Amateur Draft,6,1,1995,"Blevins, Jeremy",60,Y,California Angels,American League,P,CAL,1977-10-05T00:00:00,R,103,"Sullivan East HS (Bristol, TN)",,N,Round 3,408099,108
Ryan Van De Weg,180,N,0,3,3,JR,R,June Amateur Draft,6,2,1995,"Van De Weg, Ryan",61,Y,San Diego Padres,National League,P,SD,1974-02-24T00:00:00,R,104,Western Michigan,,N,Round 3,437338,135
Greg Wooten,210,N,7,3,3,JR,R,June Amateur Draft,6,3,1995,"Wooten, Greg",62,Y,Seattle Mariners,American League,P,SEA,1974-03-30T00:00:00,R,103,Portland State,,N,Round 3,400084,136
Jeffrey Yoder,195,N,2,3,3,JR,L,June Amateur Draft,6,4,1995,"Yoder, Jeffrey",63,Y,Chicago Cubs,National League,P,CHC,1976-02-16T00:00:00,R,104,Pottsville Area HS (PA),,N,Round 3,442698,112
William Brown,195,N,0,3,3,JR,R,June Amateur Draft,6,5,1995,"Brown, William",64,Y,Oakland Athletics,American League,OF,OAK,1976-03-09T00:00:00,R,103,"St. Thomas Aquinas HS (Fort Lauderdale, FL)",,N,Round 3,439840,133
Randy Winn,190,Y,2,3,3,JR,S,June Amateur Draft,6,6,1995,"Winn, Randy",65,Y,Florida Marlins,National League,OF,FLA,1974-06-09T00:00:00,R,104,Santa Clara,,N,Round 3,133160,146
Ryan Dempster,215,Y,2,3,3,JR,R,June Amateur Draft,6,7,1995,"Dempster, Ryan",66,Y,Texas Rangers,American League,P,TEX,1977-05-03T00:00:00,R,103,"Elphinstone HS (Gibson's, BC)",,N,Round 3,133225,140
Christopher Macca,185,N,2,3,3,JR,R,June Amateur Draft,6,8,1995,"Macca, Christopher",67,Y,Colorado Rockies,National League,P,COL,1974-11-14T00:00:00,R,104,Saint Leo,,N,Round 3,438660,115
Gregory Schaub,185,N,1,3,3,JR,R,June Amateur Draft,6,9,1995,"Schaub, Gregory",68,Y,Milwaukee Brewers,American League,P,MIL,1977-03-30T00:00:00,R,103,"Solanco HS (Oxford, PA)",,N,Round 3,436713,158
Bronson Arroyo,190,Y,4,3,3,JR,R,June Amateur Draft,6,10,1995,"Arroyo, Bronson",69,Y,Pittsburgh Pirates,National League,P,PIT,1977-02-24T00:00:00,R,104,"Brooksville-Hernando HS (Brooksville, FL)",,N,Round 3,276520,134
Chuck Crowder,195,N,2,3,3,JR,L,June Amateur Draft,6,11,1995,"Crowder, Chuck",70,Y,Detroit Tigers,American League,P,DET,1976-09-30T00:00:00,L,103,"Crestwood HS (Mantua, OH)",,N,Round 3,451541,116
Billy Deck,180,N,0,3,3,JR,L,June Amateur Draft,6,12,1995,"Deck, Billy",71,Y,St. Louis Cardinals,National League,C,STL,1976-09-16T00:00:00,L,104,"Potomac HS (Dumphries, VA)",,N,Round 3,436687,138
AJ Hinch,210,Y,1,3,3,JR,R,June Amateur Draft,6,13,1995,"Hinch, AJ",72,Y,Minnesota Twins,American League,C,MIN,1974-05-15T00:00:00,R,103,Stanford,,N,Round 3,134460,142
Randy Knoll,190,N,4,3,3,JR,R,June Amateur Draft,6,14,1995,"Knoll, Randy",73,Y,Philadelphia Phillies,National League,P,PHI,1977-03-21T00:00:00,R,104,"Corona HS (Corona, CA)",,N,Round 3,443691,143
Jay Yennaco,225,N,1,3,3,JR,S,June Amateur Draft,6,15,1995,"Yennaco, Jay",74,Y,Boston Red Sox,American League,P,BOS,1975-11-17T00:00:00,R,103,"Pinkerton Academy HS (Windham, NH)",,N,Round 3,400178,111
Darin Blood,201,N,2,3,3,JR,S,June Amateur Draft,6,16,1995,"Blood, Darin",75,Y,San Francisco Giants,National League,P,SF,1974-08-31T00:00:00,R,104,Gonzaga,,N,Round 3,439707,137
Jeffrey Maloney,190,N,4,3,3,JR,R,June Amateur Draft,6,17,1995,"Maloney, Jeffrey",76,Y,Toronto Blue Jays,American League,SS,TOR,1976-11-27T00:00:00,R,103,"Ridge HS (Basking Ridge, NJ)",,N,Round 3,436717,141
Kevin Bowers,225,N,1,3,3,JR,R,June Amateur Draft,6,18,1995,"Bowers, Kevin",77,Y,New York Mets,National League,C,NYM,1977-02-03T00:00:00,R,104,"Pineview HS (St. George, UT)",,N,Round 3,443531,121
Doug Blosser,210,N,4,3,3,JR,L,June Amateur Draft,6,19,1995,"Blosser, Doug",78,Y,Kansas City Royals,American League,1B,KC,1976-10-01T00:00:00,R,103,Sarasota HS (FL),,N,Round 3,438681,118
Onan Masaoka,186,Y,0,3,3,JR,R,June Amateur Draft,6,20,1995,"Masaoka, Onan",79,Y,Los Angeles Dodgers,National League,P,LA,1977-10-27T00:00:00,L,104,"Waiakea HS (Hilo, HI)",,N,Round 3,150385,119
Darrell Dent,175,N,2,3,3,JR,L,June Amateur Draft,6,21,1995,"Dent, Darrell",80,Y,Baltimore Orioles,American League,OF,BAL,1977-05-26T00:00:00,L,103,"Montclair Prep HS (Panorama City, CA)",,N,Round 3,408053,110
Chad Alexander,195,N,1,3,3,JR,R,June Amateur Draft,6,22,1995,"Alexander, Chad",81,Y,Houston Astros,National League,OF,HOU,1974-05-22T00:00:00,R,104,Texas A&M,,N,Round 3,407977,117
Chad Whitaker,190,N,2,3,3,JR,L,June Amateur Draft,6,23,1995,"Whitaker, Chad",82,Y,Cleveland Indians,American League,OF,CLE,1976-09-16T00:00:00,R,103,"St. Thomas Aquinas HS (Fort Lauderdale, FL)",,N,Round 3,437704,114
Andre Montgomery,170,N,10,3,3,JR,R,June Amateur Draft,5,24,1995,"Montgomery, Andre",83,Y,Cincinnati Reds,National League,SS,CIN,1977-06-27T00:00:00,R,104,"Pleasure Ridge Park HS (Louisville, KY)",,N,Round 3,441887,113
J.J. Putz,250,Y,5,3,3,JR,R,June Amateur Draft,6,25,1995,"Putz, J.J.",84,Y,Chicago White Sox,American League,P,CWS,1977-02-22T00:00:00,R,103,"Trenton HS (Trenton, MI)",,N,Round 3,407816,145
Rob Bell,205,Y,3,3,3,JR,R,June Amateur Draft,6,26,1995,"Bell, Rob",85,Y,Atlanta Braves,National League,P,ATL,1977-01-17T00:00:00,R,104,"Marlboro Central HS (Marlboro, NY)",,N,Round 3,150174,144
Christopher Wilcox,190,N,4,3,3,JR,L,June Amateur Draft,6,27,1995,"Wilcox, Christopher",86,Y,New York Yankees,American League,OF,NYY,1973-11-15T00:00:00,R,103,Western Michigan,,N,Round 3,442117,147
Kenny James,200,N,0,3,3,JR,S,June Amateur Draft,6,28,1995,"James, Kenny",87,Y,Montreal Expos,National League,OF,MON,1976-10-09T00:00:00,R,104,Sebring HS (FL),,N,Round 3,425770,120
Brian Cooper,185,Y,1,4,4,JR,R,June Amateur Draft,6,1,1995,"Cooper, Brian",88,Y,California Angels,American League,P,CAL,1974-08-19T00:00:00,R,103,Southern California,,N,Round 4,150001,108
Brandon Kolb,190,Y,1,4,4,JR,R,June Amateur Draft,6,2,1995,"Kolb, Brandon",89,Y,San Diego Padres,National League,P,SD,1973-11-20T00:00:00,R,104,Texas Tech,,N,Round 4,276524,135
Duan Johnson,,N,,4,4,JR,,June Amateur Draft,,3,1995,"Johnson, Duan",90,N,Seattle Mariners,American League,SS,SEA,,,103,"St.Paul's HS (St. Paul's, NC)",,N,Round 4,560476,136
Adam Everett,180,Y,0,4,4,JR,R,June Amateur Draft,6,4,1995,"Everett, Adam",91,Y,Chicago Cubs,National League,SS,CHC,1977-02-05T00:00:00,R,104,"Harrison HS (Marietta, GA)",,N,Round 4,276361,112
Wayne Nix,210,N,5,4,4,JR,R,June Amateur Draft,6,5,1995,"Nix, Wayne",92,Y,Oakland Athletics,American League,P,OAK,1976-09-16T00:00:00,R,103,"Monroe HS (North Hills, CA)",,N,Round 4,441907,133
Michael Marriott,220,N,2,4,4,JR,R,June Amateur Draft,6,6,1995,"Marriott, Michael",93,Y,Florida Marlins,National League,P,FLA,1977-03-12T00:00:00,R,104,"Spring HS (Spring, TX)",,N,Round 4,443700,146
Ryan Glynn,200,Y,3,4,4,JR,R,June Amateur Draft,6,7,1995,"Glynn, Ryan",94,Y,Texas Rangers,American League,P,TEX,1974-11-01T00:00:00,R,103,Virginia Military Institute,,N,Round 4,150281,140
John Clark,205,N,3,4,4,JR,R,June Amateur Draft,6,8,1995,"Clark, John",95,Y,Colorado Rockies,National League,SS,COL,1976-10-17T00:00:00,R,104,"Samuel Clemens HS (Cibolo, TX)",,N,Round 4,442118,115
Jeff Alfano,190,N,3,4,4,JR,R,June Amateur Draft,6,9,1995,"Alfano, Jeff",96,Y,Milwaukee Brewers,American League,OF,MIL,1976-08-16T00:00:00,R,103,"Mt. Whitney HS (Visalia, CA)",,N,Round 4,437378,158
Alex Hernandez,185,Y,4,4,4,JR,L,June Amateur Draft,6,10,1995,"Hernandez, Alex",97,Y,Pittsburgh Pirates,National League,OF,PIT,1977-05-28T00:00:00,L,104,"Juan Rios Serpa HS (Levittown, PR)",,N,Round 4,150253,134
Clayton Bruner,185,N,3,4,4,JR,R,June Amateur Draft,6,11,1995,"Bruner, Clayton",98,Y,Detroit Tigers,American League,P,DET,1976-10-16T00:00:00,R,103,Weatherford HS (OK),,N,Round 4,440736,116
Brian Barfield,190,N,1,4,4,JR,R,June Amateur Draft,6,12,1995,"Barfield, Brian",99,Y,St. Louis Cardinals,National League,P,STL,1974-08-26T00:00:00,R,104,DeKalb Junior College,,N,Round 4,438885,138
James Hood,185,N,0,4,4,JR,R,June Amateur Draft,6,13,1995,"Hood, James",100,Y,Minnesota Twins,American League,SS,MIN,1977-03-08T00:00:00,R,103,Germantown HS (TN),,N,Round 4,439901,142
Kris Benson,205,Y,4,1,1,JR,R,June Amateur Draft,6,1,1996,"Benson, Kris",1,Y,Pittsburgh Pirates,National League,P,PIT,1974-11-07T00:00:00,R,104,Clemson,,N,Round 1,150249,134
Travis Lee,220,Y,3,1,1,JR,L,June Amateur Draft,6,2,1996,"Lee, Travis",2,Y,Minnesota Twins,American League,1B,MIN,1975-05-26T00:00:00,L,103,San Diego State,,N,Round 1,134162,142
Braden Looper,225,Y,5,1,1,JR,R,June Amateur Draft,6,3,1996,"Looper, Braden",3,Y,St. Louis Cardinals,National League,P,STL,1974-10-28T00:00:00,R,104,Wichita State,,N,Round 1,131702,138
Billy Koch,210,Y,3,1,1,JR,R,June Amateur Draft,6,4,1996,"Koch, Billy",4,Y,Toronto Blue Jays,American League,P,TOR,1974-12-14T00:00:00,R,103,Clemson,,N,Round 1,150477,141
John Patterson,210,Y,6,1,1,JR,R,June Amateur Draft,6,5,1996,"Patterson, John",5,Y,Montreal Expos,National League,P,MON,1978-01-30T00:00:00,R,104,"West Orange Stark HS (West Orange, TX)",,N,Round 1,279568,120
Seth Greisinger,200,Y,3,1,1,JR,R,June Amateur Draft,6,6,1996,"Greisinger, Seth",6,Y,Detroit Tigers,American League,P,DET,1975-07-29T00:00:00,R,103,Virginia,,N,Round 1,133960,116
Matt White,235,N,5,1,1,JR,R,June Amateur Draft,6,7,1996,"White, Matt",7,Y,San Francisco Giants,National League,P,SF,1978-08-13T00:00:00,R,104,Waynesboro Area HS (PA),,N,Round 1,285076,137
Chad Green,200,N,10,1,1,JR,S,June Amateur Draft,5,8,1996,"Green, Chad",8,Y,Milwaukee Brewers,American League,OF,MIL,1975-06-28T00:00:00,R,103,Kentucky,,N,Round 1,440162,158
Mark Kotsay,220,Y,0,1,1,JR,L,June Amateur Draft,6,9,1996,"Kotsay, Mark",9,Y,Florida Marlins,National League,OF,FLA,1975-12-02T00:00:00,L,104,Cal State Fullerton,,N,Round 1,117276,146
Eric Chavez,215,Y,1,1,1,JR,L,June Amateur Draft,6,10,1996,"Chavez, Eric",10,Y,Oakland Athletics,American League,3B,OAK,1977-12-07T00:00:00,R,103,"Mount Carmel HS (San Diego, CA)",,N,Round 1,136767,133
Adam Eaton,215,Y,2,1,1,JR,R,June Amateur Draft,6,11,1996,"Eaton, Adam",11,Y,Philadelphia Phillies,National League,P,PHI,1977-11-23T00:00:00,R,104,Snohomish HS (WA),,N,Round 1,284566,143
Bobby Seay,235,Y,2,1,1,JR,L,June Amateur Draft,6,12,1996,"Seay, Bobby",12,Y,Chicago White Sox,American League,P,CWS,1978-06-20T00:00:00,L,103,Sarasota HS (FL),,N,Round 1,150144,145
Robert Stratton,250,N,4,1,1,JR,R,June Amateur Draft,6,13,1996,"Stratton, Robert",13,Y,New York Mets,National League,OF,NYM,1977-10-07T00:00:00,R,104,"San Marcos HS (Santa Barbara, CA)",,N,Round 1,408315,121
Dee Brown,235,Y,0,1,1,JR,L,June Amateur Draft,6,14,1996,"Brown, Dee",14,Y,Kansas City Royals,American League,OF,KC,1978-03-27T00:00:00,R,103,"Marlboro Central HS (Marlboro, NY)",,N,Round 1,150202,118
Matthew Halloran,185,N,3,1,1,JR,R,June Amateur Draft,6,15,1996,"Halloran, Matthew",15,Y,San Diego Padres,National League,SS,SD,1978-03-03T00:00:00,R,104,"Chancellor HS (Fredericksburg, VA)",,N,Round 1,440069,135
Joe Lawrence,190,Y,2,1,1,JR,R,June Amateur Draft,6,16,1996,"Lawrence, Joe",16,Y,Toronto Blue Jays,American League,SS,TOR,1977-02-13T00:00:00,R,103,"Barbe HS (Lake Charles, LA)",,N,Round 1,150478,141
Todd Noel,185,N,4,1,1,JR,R,June Amateur Draft,6,17,1996,"Noel, Todd",17,Y,Chicago Cubs,National League,P,CHC,1978-09-28T00:00:00,R,104,"North Vermillion HS (Maurice, LA)",,N,Round 1,440072,112
R.A. Dickey,215,Y,3,1,1,JR,R,June Amateur Draft,6,18,1996,"Dickey, R.A.",18,Y,Texas Rangers,American League,P,TEX,1974-10-29T00:00:00,R,103,Tennessee,,N,Round 1,285079,140
Mark Johnson,225,Y,3,1,1,JR,R,June Amateur Draft,6,19,1996,"Johnson, Mark",19,Y,Houston Astros,National League,P,HOU,1975-05-02T00:00:00,R,104,Hawaii,,N,Round 1,276342,117
Eric Milton,220,Y,1,1,1,JR,L,June Amateur Draft,6,20,1996,"Milton, Eric",20,Y,New York Yankees,American League,P,NYY,1975-08-04T00:00:00,L,103,Maryland,,N,Round 1,132980,147
Jake Westbrook,210,Y,3,1,1,JR,R,June Amateur Draft,6,21,1996,"Westbrook, Jake",21,Y,Colorado Rockies,National League,P,COL,1977-09-29T00:00:00,R,104,"Madison County HS (Danielsville, GA)",,N,Round 1,150414,115
Gil Meche,220,Y,3,1,1,JR,R,June Amateur Draft,6,22,1996,"Meche, Gil",22,Y,Seattle Mariners,American League,P,SEA,1978-09-08T00:00:00,R,103,"Acadiana HS (Lafayette, LA)",,N,Round 1,219194,136
Damian Rolls,215,Y,2,1,1,JR,R,June Amateur Draft,6,23,1996,"Rolls, Damian",23,Y,Los Angeles Dodgers,National League,3B,LA,1977-09-15T00:00:00,R,104,"Schlagel HS (Kansas City, KS)",,N,Round 1,150390,119
Sam Marsonek,225,Y,6,1,1,JR,R,June Amateur Draft,6,24,1996,"Marsonek, Sam",24,Y,Texas Rangers,American League,P,TEX,1978-07-10T00:00:00,R,103,"Jesuit HS (Tampa, FL)",,N,Round 1,430564,140
John Oliver,190,N,3,1,1,JR,R,June Amateur Draft,6,25,1996,"Oliver, John",25,Y,Cincinnati Reds,National League,OF,CIN,1978-05-14T00:00:00,R,104,"Lake-Lehman HS (Lehman, PA)",,N,Round 1,441641,113
Joshua Garrett,210,N,4,1,1,JR,R,June Amateur Draft,6,26,1996,"Garrett, Joshua",26,Y,Boston Red Sox,American League,P,BOS,1978-01-12T00:00:00,R,103,"South Spencer HS (Richland, IN)",,N,Round 1,440059,111
A.J. Zapp,190,N,3,1,1,JR,L,June Amateur Draft,6,27,1996,"Zapp, A.J.",27,Y,Atlanta Braves,National League,1B,ATL,1978-04-24T00:00:00,R,104,"Center Grove HS (Greenwood, IN)",,N,Round 1,400270,144
Daniel Peoples,207,N,1,1,1,JR,R,June Amateur Draft,6,28,1996,"Peoples, Daniel",28,Y,Cleveland Indians,American League,1B,CLE,1975-01-20T00:00:00,R,103,Texas,,N,Round 1,437847,114
Pete Tucci,205,N,2,1,C,JR,R,June Amateur Draft,6,3,1996,"Tucci, Pete",31,Y,Toronto Blue Jays,American League,1B,TOR,1975-10-08T00:00:00,R,103,Providence,,N,Compensation,440063,141
Corey Lee,190,Y,1,1,C,JR,S,June Amateur Draft,6,4,1996,"Lee, Corey",32,Y,Texas Rangers,American League,P,TEX,1974-12-26T00:00:00,L,103,North Carolina State,,N,Compensation,150287,140
Matt McClendon,220,N,6,1,C,JR,R,June Amateur Draft,6,5,1996,"McClendon, Matt",33,Y,Cincinnati Reds,National League,P,CIN,1977-10-13T00:00:00,R,104,"Dr. Phillips HS (Orlando, FL)",,N,Compensation,407909,113
Chris Reitsma,240,Y,5,1,C,JR,R,June Amateur Draft,6,6,1996,"Reitsma, Chris",34,Y,Boston Red Sox,American League,P,BOS,1977-12-31T00:00:00,R,103,"Calgary Christian HS (Calgary, ALB)",,N,Compensation,277410,111
Jason Marquis,220,Y,1,1,C,JR,L,June Amateur Draft,6,7,1996,"Marquis, Jason",35,Y,Atlanta Braves,National League,P,ATL,1978-08-21T00:00:00,R,104,"Tottenville HS (Staten Island, NY)",,N,Compensation,150302,144
Andrew Prater,170,N,4,2,2,JR,R,June Amateur Draft,6,1,1996,"Prater, Andrew",36,Y,Pittsburgh Pirates,National League,P,PIT,1977-09-27T00:00:00,R,104,"McCluer North HS (Florissant, MO)",,N,Round 2,440193,134
Jacque Jones,205,Y,10,2,2,JR,L,June Amateur Draft,5,2,1996,"Jones, Jacque",37,Y,Minnesota Twins,American League,OF,MIN,1975-04-25T00:00:00,L,103,Southern California,,N,Round 2,150218,142
Buddy Carlyle,210,Y,3,2,2,JR,L,June Amateur Draft,6,3,1996,"Carlyle, Buddy",38,Y,Cincinnati Reds,National League,P,CIN,1977-12-21T00:00:00,R,104,"Bellevue East HS (Bellevue, NE)",,N,Round 2,234194,113
Gary Locurto,200,N,2,2,2,JR,S,June Amateur Draft,6,4,1996,"Locurto, Gary",39,Y,Boston Red Sox,American League,1B,BOS,1978-05-25T00:00:00,R,103,"University HS (San Diego, CA)",,N,Round 2,438401,111
Milton Bradley,215,Y,0,2,2,JR,S,June Amateur Draft,6,5,1996,"Bradley, Milton",40,Y,Montreal Expos,National League,OF,MON,1978-04-15T00:00:00,R,104,"Poly HS (Long Beach, CA)",,N,Round 2,150396,120
Matt Miller,190,Y,3,2,2,JR,L,June Amateur Draft,6,6,1996,"Miller, Matt",41,Y,Detroit Tigers,American League,P,DET,1974-08-02T00:00:00,L,103,Texas Tech,,N,Round 2,400078,116
Mike Caruso,172,Y,1,2,2,JR,S,June Amateur Draft,6,7,1996,"Caruso, Mike",42,Y,San Francisco Giants,National League,SS,SF,1977-05-27T00:00:00,R,104,"Stoneman Douglas HS (Parkland, FL)",,N,Round 2,134267,137
Jose Garcia,225,N,3,2,2,JR,R,June Amateur Draft,6,8,1996,"Garcia, Jose",43,Y,Milwaukee Brewers,American League,P,MIL,1978-04-29T00:00:00,R,103,Baldwin Park HS (CA),,N,Round 2,440058,158
Brent Abernathy,185,Y,0,2,2,JR,R,June Amateur Draft,6,9,1996,"Abernathy, Brent",44,Y,Toronto Blue Jays,American League,SS,TOR,1977-09-23T00:00:00,R,103,"The Lovett School HS (Atlanta, GA)",,N,Round 2,150466,141
Joe Espada,185,N,10,2,2,JR,R,June Amateur Draft,5,10,1996,"Espada, Joe",45,Y,Oakland Athletics,American League,SS,OAK,1975-08-30T00:00:00,R,103,Mobile,,N,Round 2,440053,133
Jimmy Rollins,175,Y,7,2,2,JR,S,June Amateur Draft,5,11,1996,"Rollins, Jimmy",46,Y,Philadelphia Phillies,National League,SS,PHI,1978-11-27T00:00:00,R,104,"Encinal HS (Alameda, CA)",,N,Round 2,276519,143
Josh Paul,210,Y,1,2,2,JR,R,June Amateur Draft,6,12,1996,"Paul, Josh",47,Y,Chicago White Sox,American League,OF,CWS,1975-05-19T00:00:00,R,103,Vanderbilt,,N,Round 2,150331,145
Brendan Behn,215,N,1,2,2,JR,L,June Amateur Draft,6,13,1996,"Behn, Brendan",48,Y,New York Mets,National League,P,NYM,1975-10-10T00:00:00,L,104,Merced College,,N,Round 2,436914,121
Taylor Myers,170,N,0,2,2,JR,R,June Amateur Draft,6,14,1996,"Myers, Taylor",49,Y,Kansas City Royals,American League,P,KC,1977-11-08T00:00:00,R,103,"Green Valley HS (Henderson, NV)",,N,Round 2,440180,118
Vernon Maxwell,205,N,3,2,2,JR,R,June Amateur Draft,6,15,1996,"Maxwell, Vernon",50,Y,San Diego Padres,National League,OF,SD,1976-10-22T00:00:00,R,104,Midwest City HS (OK),,N,Round 2,437192,135
Brian Falkenborg,235,Y,7,2,2,JR,R,June Amateur Draft,6,16,1996,"Falkenborg, Brian",51,Y,Baltimore Orioles,American League,P,BAL,1978-01-18T00:00:00,R,103,Redmond HS (WA),,N,Round 2,237346,110
Quincy Carter,210,N,3,2,2,JR,R,June Amateur Draft,6,17,1996,"Carter, Quincy",52,Y,Chicago Cubs,National League,OF,CHC,1977-10-13T00:00:00,R,104,"Southwest DeKalb HS (Ellenwood, GA)",,N,Round 2,439260,112
Derrick Cook,198,N,3,2,2,JR,R,June Amateur Draft,6,18,1996,"Cook, Derrick",53,Y,Texas Rangers,American League,P,TEX,1975-08-06T00:00:00,R,103,James Madison,,N,Round 2,438409,140
John Huber,200,N,3,2,2,JR,R,June Amateur Draft,6,19,1996,"Huber, John",54,Y,Houston Astros,National League,P,HOU,1978-04-18T00:00:00,R,104,"Lakota HS (Cincinnati, OH)",,N,Round 2,437852,117
Charles Abbott,180,N,1,2,2,JR,R,June Amateur Draft,6,20,1996,"Abbott, Charles",55,Y,California Angels,American League,SS,CAL,1975-01-26T00:00:00,R,103,Austin Peay State,,N,Round 2,437205,108
John Nicholson,220,N,4,2,2,JR,S,June Amateur Draft,6,21,1996,"Nicholson, John",56,Y,Colorado Rockies,National League,P,COL,1977-12-06T00:00:00,R,104,"Episcopal HS (Houston, TX)",,N,Round 2,443047,115
Jeff Farnsworth,190,Y,2,2,2,JR,R,June Amateur Draft,6,22,1996,"Farnsworth, Jeff",57,Y,Seattle Mariners,American League,P,SEA,1975-10-06T00:00:00,R,103,Okaloosa-Walton Community College,,N,Round 2,407906,136
Joshua Glassey,190,N,1,2,2,JR,L,June Amateur Draft,6,23,1996,"Glassey, Joshua",58,Y,Los Angeles Dodgers,National League,OF,LA,1977-05-06T00:00:00,R,104,"Mission Bay HS (San Diego, CA)",,N,Round 2,440845,119
Jason Coble,185,N,3,2,2,JR,R,June Amateur Draft,6,24,1996,"Coble, Jason",59,Y,New York Yankees,American League,P,NYY,1978-02-28T00:00:00,L,103,"Lincoln County HS (Fayetteville, TN)",,N,Round 2,438191,147
Randi Mallard,185,N,1,2,2,JR,R,June Amateur Draft,6,25,1996,"Mallard, Randi",60,Y,Cincinnati Reds,National League,P,CIN,1975-08-11T00:00:00,R,104,Hillsborough CC,,N,Round 2,440889,113
Jason Sekany,215,N,4,2,2,JR,R,June Amateur Draft,6,26,1996,"Sekany, Jason",61,Y,Boston Red Sox,American League,P,BOS,1975-07-20T00:00:00,R,103,Virginia,,N,Round 2,438418,111
Eric Munson,220,Y,3,2,2,JR,L,June Amateur Draft,6,27,1996,"Munson, Eric",62,Y,Atlanta Braves,National League,C,ATL,1977-10-03T00:00:00,R,104,"Mount Carmel HS (San Diego, CA)",,N,Round 2,276347,144
Ryan McDermott,225,N,9,2,2,JR,R,June Amateur Draft,6,28,1996,"McDermott, Ryan",63,Y,Cleveland Indians,American League,P,CLE,1978-06-28T00:00:00,R,103,Alamogordo HS (NM),,N,Round 2,436365,114
Luis Lorenzana,185,N,11,3,3,JR,R,June Amateur Draft,5,1,1996,"Lorenzana, Luis",66,Y,Pittsburgh Pirates,National League,SS,PIT,1978-11-09T00:00:00,R,104,"Montgomery HS (San Diego, CA)",,N,Round 3,437855,134
Daniel Cey,170,N,1,3,3,JR,R,June Amateur Draft,6,2,1996,"Cey, Daniel",67,Y,Minnesota Twins,American League,SS,MIN,1975-11-08T00:00:00,R,103,University of California-Berkeley,,N,Round 3,443282,142
Brent Butler,180,Y,0,3,3,JR,R,June Amateur Draft,6,3,1996,"Butler, Brent",68,Y,St. Louis Cardinals,National League,SS,STL,1978-02-11T00:00:00,R,104,"Scotland County HS (Laurinburg, NC)",,N,Round 3,150450,138
Yan Lachapelle,190,N,10,3,3,JR,R,June Amateur Draft,5,4,1996,"Lachapelle, Yan",69,Y,Toronto Blue Jays,American League,P,TOR,1975-10-26T00:00:00,R,103,"Cegep de St. Laurent (Montreal, QUE)",,N,Round 3,436218,141
Joe Fraser,195,N,1,3,3,JR,R,June Amateur Draft,6,5,1996,"Fraser, Joe",70,Y,Montreal Expos,National League,P,MON,1977-10-23T00:00:00,R,104,"Katella HS (Anaheim, CA)",,N,Round 3,438181,120
Antonio McKinney,175,N,10,3,3,JR,R,June Amateur Draft,5,6,1996,"McKinney, Antonio",71,Y,Detroit Tigers,American League,OF,DET,1978-01-02T00:00:00,R,103,"Jefferson HS (Portland, OR)",,N,Round 3,438195,116
David Kenna,193,N,0,3,3,JR,L,June Amateur Draft,6,7,1996,"Kenna, David",72,Y,San Francisco Giants,National League,C,SF,1978-03-16T00:00:00,R,104,North Fort Myers HS (FL),,N,Round 3,439290,137
Kevin Barker,195,Y,2,3,3,JR,L,June Amateur Draft,6,8,1996,"Barker, Kevin",73,Y,Milwaukee Brewers,American League,OF,MIL,1975-07-26T00:00:00,L,103,Virginia Tech,,N,Round 3,150070,158
Clayton Andrews,180,Y,0,3,3,JR,R,June Amateur Draft,6,9,1996,"Andrews, Clayton",74,Y,Toronto Blue Jays,American League,P,TOR,1978-05-15T00:00:00,L,103,"Seminole HS (Largo, FL)",,N,Round 3,150467,141
AJ Hinch,210,Y,1,3,3,JR,R,June Amateur Draft,6,10,1996,"Hinch, AJ",75,Y,Oakland Athletics,American League,OF,OAK,1974-05-15T00:00:00,R,103,Stanford,,N,Round 3,134460,133
Kristopher Stevens,180,N,2,3,3,JR,R,June Amateur Draft,6,11,1996,"Stevens, Kristopher",76,Y,Philadelphia Phillies,National League,P,PHI,1977-09-19T00:00:00,L,104,Fontana HS (CA),,N,Round 3,441654,143
Jim Terrell,204,N,2,3,3,JR,L,June Amateur Draft,6,12,1996,"Terrell, Jim",77,Y,Chicago White Sox,American League,SS,CWS,1977-09-08T00:00:00,R,103,"Tri-City Christian HS (Blue Springs, MO)",,N,Round 3,437171,145
Ed Yarnall,235,Y,3,3,3,JR,L,June Amateur Draft,6,13,1996,"Yarnall, Ed",78,Y,New York Mets,National League,P,NYM,1975-12-04T00:00:00,L,104,Louisiana State,,N,Round 3,150097,121
Chad Durbin,225,Y,2,3,3,JR,R,June Amateur Draft,6,14,1996,"Durbin, Chad",79,Y,Kansas City Royals,American League,P,KC,1977-12-03T00:00:00,R,103,"Woodlawn HS (Baton Rouge, LA)",,N,Round 3,239795,118
